Key_words,Definition,Url
Charles Bonnet syndrome,"Charles Bonnet syndrome is a condition where people have repeated visions. If you have Charles Bonnet syndrome, you do not have a mental illness. Most people who have Charles Bonnet syndrome have very poor vision. For most people, the visions stop within 12 to 18 months. Charles Bonnet syndrome is a condition where people have repeated visions. If you have Charles Bonnet syndrome, you do not have a mental illness. Most people who have Charles Bonnet syndrome have very poor vision. For most people, the visions stop within 12 to 18 months.",https://www.healthdirect.gov.au/spinal-muscular-atrophy-sma
Chemicals (inhaled),"Substances and objects can accidentally be inhaled (breathed in). These can cause choking or breathing difficulties. Inhaling chemical fumes may cause breathing difficulties, irritate your eyes and skin and can also cause long-term damage to your body. Learn first-aid so you can help if someone is choking or has inhaled chemical fumes. Key facts Substances and objects can accidentally be inhaled (breathed in). These can cause choking or breathing difficulties. Inhaling chemical fumes may cause breathing difficulties, irritate your eyes and skin and can also cause long-term damage to your body. Learn first-aid so you can help if someone is choking or has inhaled chemical fumes.",https://www.healthdirect.gov.au/frostbite
Chest infection,"When people say they have a chest infection, they mean an infection of their airways or lungs. A chest infection can cause a cough and trouble breathing. Chest infections are usually caused by a virus or bacteria. Some vaccines can help prevent chest infections. When people say they have a chest infection, they mean an infection of their airways or lungs. A chest infection can cause a cough and trouble breathing. Chest infections are usually caused by a virus or bacteria. Some vaccines can help prevent chest infections.",https://www.healthdirect.gov.au/spinal-disc-problems
Chiari malformation,Chiari malformation is where the bottom of your brain pushes into your spinal canal. There are 4 main types of Chiari malformation. Type 1 is the most common type of malformation and the cause is unknown. Type 2 and type 3 Chiari malformation are usually noted at birth. Type 2 is also called ‘Arnold-Chiari malformation’. Chiari malformation is where the bottom of your brain pushes into your spinal canal. There are 4 main types of Chiari malformation. Type 1 is the most common type of malformation and the cause is unknown. Type 2 and type 3 Chiari malformation are usually noted at birth. Type 2 is also called ‘Arnold-Chiari malformation’.,https://www.healthdirect.gov.au/fragile-x-syndrome
Chickenpox,"Chickenpox is a very contagious infection caused by the varicella zoster virus. The most common symptom of chickenpox is an itchy red rash with fluid-filled blisters. Most cases of chickenpox are mild and get better on their own. Serious complications of chickenpox include infected blisters, pneumonia and meningitis. Vaccination is the best way to protect yourself against chickenpox. Key facts Chickenpox is a very contagious infection caused by the varicella zoster virus. The most common symptom of chickenpox is an itchy red rash with fluid-filled blisters. Most cases of chickenpox are mild and get better on their own. Serious complications of chickenpox include infected blisters, pneumonia and meningitis. Vaccination is the best way to protect yourself against chickenpox.",https://www.healthdirect.gov.au/spinal-cord-injuries
Chikungunya virus,"Chikungunya infection is caused by a virus that spreads by mosquito bites from infected mosquitos. Chikungunya virus occurs most commonly in Africa, Asia and the West Pacific. Most cases in Australia occur in people returning from overseas. You should take precautions to prevent mosquito bites to reduce your chances of infection with chikungunya and other mosquito-borne diseases. Chikungunya infection is caused by a virus that spreads by mosquito bites from infected mosquitos. Chikungunya virus occurs most commonly in Africa, Asia and the West Pacific. Most cases in Australia occur in people returning from overseas. You should take precautions to prevent mosquito bites to reduce your chances of infection with chikungunya and other mosquito-borne diseases.",https://www.healthdirect.gov.au/spina-bifida
Chilblains,"Chilblains are not a serious condition and usually there are no long-term effects. Chilblains are itchy, swollen and painful lumps or patches of skin on your fingers and toes, which form due to cold. They usually heal in 1 to 3 weeks but can come back when exposed to cold. Wear warm clothes, especially gloves and socks to prevent or improve chilblains. Chilblains will usually improve with warmer weather. Key facts Chilblains are not a serious condition and usually there are no long-term effects. Chilblains are itchy, swollen and painful lumps or patches of skin on your fingers and toes, which form due to cold. They usually heal in 1 to 3 weeks but can come back when exposed to cold. Wear warm clothes, especially gloves and socks to prevent or improve chilblains. Chilblains will usually improve with warmer weather.",https://www.healthdirect.gov.au/fractures
Childhood obesity,"Childhood obesity is when a child has too much body fat for their age. Being overweight and living with obesity are common in Australia, affecting 1 in 4 Australian children. Children living with obesity generally have a body mass index (BMI) at the 95th percentile or higher for their age group. Helping a child or teenager maintain a healthy weight means they’re less likely to struggle with weight problems as adults. You can help manage obesity in children by modelling healthy eating habits with them, encouraging lots of physical activity and limiting screen time. Key facts Childhood obesity is when a child has too much body fat for their age. Being overweight and living with obesity are common in Australia, affecting 1 in 4 Australian children. Children living with obesity generally have a body mass index (BMI) at the 95th percentile or higher for their age group. Helping a child or teenager maintain a healthy weight means they’re less likely to struggle with weight problems as adults. You can help manage obesity in children by modelling healthy eating habits with them, encouraging lots of physical activity and limiting screen time.",https://www.healthdirect.gov.au/spider-bites
Children and depression,"Depression is a serious mental health condition that affects how people feel, think and manage daily activities. Children with depression can feel sad or irritable and may describe this as being ""grumpy"" or ""down"". Depression affects up to 1 in 50 children. If you think your child may have depression, don’t ignore it or wait for it to pass — speak to their doctor as soon as possible. A mental health plan maps out the goals for treatment and includes the services and resources available to you or your child. Depression is a serious mental health condition that affects how people feel, think and manage daily activities. Children with depression can feel sad or irritable and may describe this as being ""grumpy"" or ""down"". Depression affects up to 1 in 50 children. If you think your child may have depression, don’t ignore it or wait for it to pass — speak to their doctor as soon as possible. A mental health plan maps out the goals for treatment and includes the services and resources available to you or your child.",https://www.healthdirect.gov.au/food-poisoning
Chlamydia,"Chlamydia is a sexually transmitted infection (STI) that usually spreads through unprotected sex. Most people with chlamydia do not have symptoms, which means that you may not know if you or your partner has it. If untreated, chlamydia can cause serious complications such as infertility and chronic pain. Once diagnosed, chlamydia is easy to treat with antibiotics. If you're under 30 years old and sexually active, you are at greatest risk, so you should get checked for chlamydia and other STIs regularly. Key facts Chlamydia is a sexually transmitted infection (STI) that usually spreads through unprotected sex. Most people with chlamydia do not have symptoms, which means that you may not know if you or your partner has it. If untreated, chlamydia can cause serious complications such as infertility and chronic pain. Once diagnosed, chlamydia is easy to treat with antibiotics. If you're under 30 years old and sexually active, you are at greatest risk, so you should get checked for chlamydia and other STIs regularly.",https://www.healthdirect.gov.au/food-allergies-in-children
Cholecystitis (gallbladder inflammation),"Cholecystitis is inflammation of your gallbladder. Symptoms of cholecystitis include pain in the middle or right side of your abdomen, nausea, vomiting and fever. Cholecystitis is most commonly caused by gallstones. You’ll usually need to be treated in hospital with fasting, intravenous fluids, antibiotics, medicine for pain relief. You may also need surgery to remove your gallbladder. Cholecystitis is inflammation of your gallbladder. Symptoms of cholecystitis include pain in the middle or right side of your abdomen, nausea, vomiting and fever. Cholecystitis is most commonly caused by gallstones. You’ll usually need to be treated in hospital with fasting, intravenous fluids, antibiotics, medicine for pain relief. You may also need surgery to remove your gallbladder.",https://www.healthdirect.gov.au/social-behaviour-disorders
Cholera,"Cholera is an illness caused by the vibrio cholerae bacteria. You can get cholera from drinking water or eating food that’s been contaminated with the bacteria. Most people infected with cholera will experience mild gastro like symptoms. If your infection is very bad, you can become severely dehydrated and may die if not treated. You are more likely to contract cholera if travelling to countries with poor sanitation, although the risk is very low. Key facts Cholera is an illness caused by the vibrio cholerae bacteria. You can get cholera from drinking water or eating food that’s been contaminated with the bacteria. Most people infected with cholera will experience mild gastro like symptoms. If your infection is very bad, you can become severely dehydrated and may die if not treated. You are more likely to contract cholera if travelling to countries with poor sanitation, although the risk is very low.",https://www.healthdirect.gov.au/folliculitis
Chronic fatigue syndrome (CFS),Myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS) is a complex illness where extreme tiredness and other symptoms reduce your ability to function. These symptoms get worse after exercise or mental effort and don't improve with rest or sleep. No one knows what causes ME/CFS. There's no cure for ME/CFS but your doctor can suggest treatments that can help improve your symptoms. Key facts Myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS) is a complex illness where extreme tiredness and other symptoms reduce your ability to function. These symptoms get worse after exercise or mental effort and don't improve with rest or sleep. No one knows what causes ME/CFS. There's no cure for ME/CFS but your doctor can suggest treatments that can help improve your symptoms.,https://www.healthdirect.gov.au/social-anxiety-disorder
Chronic kidney disease,"Chronic kidney disease (CKD) is a gradual loss of kidney function over time. When your kidneys don't work properly, waste and fluid can build up inside your body. CKD can also lead to other problems, like high blood pressure and heart disease, and can eventually cause kidney failure. Getting treatment early is important. Chronic kidney disease (CKD) is a gradual loss of kidney function over time. When your kidneys don't work properly, waste and fluid can build up inside your body. CKD can also lead to other problems, like high blood pressure and heart disease, and can eventually cause kidney failure. Getting treatment early is important.",https://www.healthdirect.gov.au/flu
Chronic pain,"Chronic pain typically lasts for more than 3 months, or beyond expected healing time. Causes of chronic pain include illnesses, musculoskeletal problems, injury, surgery and cancer. Sometimes people with chronic pain have no obvious cause for their pain. Chronic pain can affect mood, sleep and mental health, and sometimes leads to anxiety and/or depression. Treatment for chronic pain includes medicines, physiotherapy, psychological therapy, and relaxation techniques. Key facts Chronic pain typically lasts for more than 3 months, or beyond expected healing time. Causes of chronic pain include illnesses, musculoskeletal problems, injury, surgery and cancer. Sometimes people with chronic pain have no obvious cause for their pain. Chronic pain can affect mood, sleep and mental health, and sometimes leads to anxiety and/or depression. Treatment for chronic pain includes medicines, physiotherapy, psychological therapy, and relaxation techniques.",https://www.healthdirect.gov.au/snake-bites
Cirrhosis of the liver,"Cirrhosis is scarring of the liver, which impairs liver function and can be life-threatening if severe. Symptoms include loss of appetite, weight loss, bruising, yellowing of skin and confusion. Common causes are hepatitis infections, long-term alcohol abuse and fatty liver. Diagnosis is by physical examination, and tests such as blood tests, imaging scans or liver biopsy. Cirrhosis can’t be cured, but you can manage your symptoms by avoiding alcohol, maintaining a healthy lifestyle and treating any underlying causes. Cirrhosis is scarring of the liver, which impairs liver function and can be life-threatening if severe. Symptoms include loss of appetite, weight loss, bruising, yellowing of skin and confusion. Common causes are hepatitis infections, long-term alcohol abuse and fatty liver. Diagnosis is by physical examination, and tests such as blood tests, imaging scans or liver biopsy. Cirrhosis can’t be cured, but you can manage your symptoms by avoiding alcohol, maintaining a healthy lifestyle and treating any underlying causes.",https://www.healthdirect.gov.au/flat-feet
Clap,"Gonorrhoea ('the clap') is a sexually transmitted infection (STI) caused by bacteria that may infect your throat, anus, urethra, cervix and eyes. Gonorrhoea can cause a sore throat, conjunctivitis, unusual vaginal or penile discharge, and pelvic and genital pain. Gonorrhoea is diagnosed by testing a sample of your urine or a swab of an affected area. Gonorrhoea infection is treated with antibiotics; prompt treatment reduces your chance of developing serious complications such as infections in your heart and brain, and infertility. You can prevent gonorrhoea by practicing safe sex. Key facts Gonorrhoea ('the clap') is a sexually transmitted infection (STI) caused by bacteria that may infect your throat, anus, urethra, cervix and eyes. Gonorrhoea can cause a sore throat, conjunctivitis, unusual vaginal or penile discharge, and pelvic and genital pain. Gonorrhoea is diagnosed by testing a sample of your urine or a swab of an affected area. Gonorrhoea infection is treated with antibiotics; prompt treatment reduces your chance of developing serious complications such as infections in your heart and brain, and infertility. You can prevent gonorrhoea by practicing safe sex.",https://www.healthdirect.gov.au/smallpox
Claustrophobia,"Claustrophobia is the fear of being in an enclosed space. Common situations that can trigger claustrophobia include being in lifts, tunnels, cars, planes or crowded rooms. Claustrophobia can cause intense anxiety and/or panic attacks. Panic attacks can cause overwhelming feelings of anxiety, as well as physical symptoms, such as a racing heartbeat, shortness of breath and sweating. Claustrophobia can be successfully treated with psychological therapies. This includes cognitive behavioural therapy (CBT) and self-exposure therapy. Claustrophobia is the fear of being in an enclosed space. Common situations that can trigger claustrophobia include being in lifts, tunnels, cars, planes or crowded rooms. Claustrophobia can cause intense anxiety and/or panic attacks. Panic attacks can cause overwhelming feelings of anxiety, as well as physical symptoms, such as a racing heartbeat, shortness of breath and sweating. Claustrophobia can be successfully treated with psychological therapies. This includes cognitive behavioural therapy (CBT) and self-exposure therapy.",https://www.healthdirect.gov.au/seizures
Clubfoot,"Clubfoot is the name used when your baby’s feet aren’t in the normal position or the usual shape. Clubfoot is treated by the Ponseti method. The Ponseti method is almost always successful if done properly. If clubfoot is not treated, there can be problems when your child starts to walk. Key facts Clubfoot is the name used when your baby’s feet aren’t in the normal position or the usual shape. Clubfoot is treated by the Ponseti method. The Ponseti method is almost always successful if done properly. If clubfoot is not treated, there can be problems when your child starts to walk.",https://www.healthdirect.gov.au/sleep-paralysis
Cold or flu? (infographic),"Lots of rest Avoid cigarette smoke Plenty of water Keep warm Eat a healthy diet Paracetamol or ibuprofen for fever, aches and pains Saline nasal sprays or decongestants for a blocked or runny nose Throat lozenges for a sore throat Do not use cough medicines for children younger than 6 years old Elderly Pregnant women Aboriginal and Torres Strait Islander people People with existing medical conditions Getting vaccinated every year is your best protection against the flu The flu vaccine is FREE under the National Immunisation Program (NIP) Schedule for people at high risk Speak to your doctor or a pharmacist for more information Lots of rest Avoid cigarette smoke Plenty of water Keep warm Eat a healthy diet Paracetamol or ibuprofen for fever, aches and pains Saline nasal sprays or decongestants for a blocked or runny nose Throat lozenges for a sore throat Do not use cough medicines for children younger than 6 years old Elderly Pregnant women Aboriginal and Torres Strait Islander people People with existing medical conditions Getting vaccinated every year is your best protection against the flu The flu vaccine is FREE under the National Immunisation Program (NIP) Schedule for people at high risk Speak to your doctor or a pharmacist for more information",https://www.healthdirect.gov.au/skin-tags
Cold sores,"Cold sores are small blisters, usually near the mouth. Cold sores are caused by the herpes simplex virus. Cold sores should heal on their own within 2 weeks. You can't cure cold sores, but medicines can help ease the symptoms. Cold sores don't cause complications in most people, but newborn babies and people with weakened immune systems have a higher risk. Cold sores are small blisters, usually near the mouth. Cold sores are caused by the herpes simplex virus. Cold sores should heal on their own within 2 weeks. You can't cure cold sores, but medicines can help ease the symptoms. Cold sores don't cause complications in most people, but newborn babies and people with weakened immune systems have a higher risk.",https://www.healthdirect.gov.au/fifth-disease
Colds,"A cold is a viral infection that usually affects your nose and throat. Common symptoms include sore throat, sneezing and a blocked or runny nose. Symptoms usually get better on their own within 7 to 10 days. There are self-care treatments and medicines that can help you feel better when you have a cold. Key facts A cold is a viral infection that usually affects your nose and throat. Common symptoms include sore throat, sneezing and a blocked or runny nose. Symptoms usually get better on their own within 7 to 10 days. There are self-care treatments and medicines that can help you feel better when you have a cold.",https://www.healthdirect.gov.au/fibromyalgia
Colour blindness,"Colour blindness is when you can’t see certain colours in the usual way. People who are colour blind may confuse some colours, may not see some colours as brightly as people with normal vision or they may not see colours at all. Colour blindness is usually inherited and is there from birth, but it can also arise later in life from damage to the brain or eyes. Your doctor or optometrist can use different types of colour vision tests, such as the Ishihara test, to help diagnose colour blindness. Key facts Colour blindness is when you can’t see certain colours in the usual way. People who are colour blind may confuse some colours, may not see some colours as brightly as people with normal vision or they may not see colours at all. Colour blindness is usually inherited and is there from birth, but it can also arise later in life from damage to the brain or eyes. Your doctor or optometrist can use different types of colour vision tests, such as the Ishihara test, to help diagnose colour blindness.",https://www.healthdirect.gov.au/sjogrens-syndrome
Compartment syndrome,"Compartment syndrome is a painful condition caused by a pressure build up in a group of muscles. Compartment syndrome most commonly happens in the legs or forearms. Acute compartment syndrome often happens after an injury and is a medical emergency that needs urgent surgery. Chronic exertional compartment syndrome occurs after intense, repetitive exercise, and usually improves with rest. Compartment syndrome is a painful condition caused by a pressure build up in a group of muscles. Compartment syndrome most commonly happens in the legs or forearms. Acute compartment syndrome often happens after an injury and is a medical emergency that needs urgent surgery. Chronic exertional compartment syndrome occurs after intense, repetitive exercise, and usually improves with rest.",https://www.healthdirect.gov.au/uterine-fibroids
Concussion,"Concussion is a brain injury caused by a knock or blow to the head or a sudden change in motion. Common symptoms of concussion are loss of consciousness, confusion, headache, vomiting and nausea. The main treatment for concussion is rest, followed by a gradual return to your normal activities. If you are concerned about ongoing symptoms of concussion, see you doctor. Concussion is a brain injury caused by a knock or blow to the head or a sudden change in motion. Common symptoms of concussion are loss of consciousness, confusion, headache, vomiting and nausea. The main treatment for concussion is rest, followed by a gradual return to your normal activities. If you are concerned about ongoing symptoms of concussion, see you doctor.",https://www.healthdirect.gov.au/sinusitis
Congenital adrenal hyperplasia,"Congenital adrenal hyperplasia, or CAH, is an inherited group of health conditions that affects the adrenal glands. In many cases, a person who has CAH makes too many androgens (male sex hormones) and not enough of other hormones (cortisol and aldosterone). There are 2 main types of CAH: classical CAH (usually more severe) and non-classical (usually milder). Symptoms of classical CAH include abnormal genital (sex organ) development, poor weight gain or weight loss, dehydration and vomiting. CAH can be managed with medicines including synthetic cortisol to help keep hormones at a normal level. Congenital adrenal hyperplasia, or CAH, is an inherited group of health conditions that affects the adrenal glands. In many cases, a person who has CAH makes too many androgens (male sex hormones) and not enough of other hormones (cortisol and aldosterone). There are 2 main types of CAH: classical CAH (usually more severe) and non-classical (usually milder). Symptoms of classical CAH include abnormal genital (sex organ) development, poor weight gain or weight loss, dehydration and vomiting. CAH can be managed with medicines including synthetic cortisol to help keep hormones at a normal level.",https://www.healthdirect.gov.au/silicosis
Congenital heart disease,Congenital heart disease is a birth defect. There are different types of congenital heart disease. Often babies are born with one or more defects at the same time. It’s important for people with congenital heart disease to avoid getting infections. Congenital heart disease is a birth defect. There are different types of congenital heart disease. Often babies are born with one or more defects at the same time. It’s important for people with congenital heart disease to avoid getting infections.,https://www.healthdirect.gov.au/G6PD-deficiency
Conjunctivitis,"Conjunctivitis is sometimes known as 'pink eye' or 'sticky eye'. Conjunctivitis is a common condition where the white part of your eye becomes pink or red. One or both eyes may be watery, sore or itchy, sometimes with sticky white or yellow discharge. Conjunctivitis can be caused by bacterial or viral infections, allergies, or irritants such as dust or chemicals. Your doctor or optometrist can tell you the likely cause of your conjunctivitis, and the best treatment. Conjunctivitis is sometimes known as 'pink eye' or 'sticky eye'. Conjunctivitis is a common condition where the white part of your eye becomes pink or red. One or both eyes may be watery, sore or itchy, sometimes with sticky white or yellow discharge. Conjunctivitis can be caused by bacterial or viral infections, allergies, or irritants such as dust or chemicals. Your doctor or optometrist can tell you the likely cause of your conjunctivitis, and the best treatment.",https://www.healthdirect.gov.au/sickle-cell-anaemia
Constipation,"Constipation is difficulty passing stools (pooing) or infrequent bowel movements. Constipation can usually be treated by drinking enough water, eating more foods with fibre and exercising more. Good toilet habits can help improve or prevent constipation. See your doctor if your constipation is bad or not getting better, or if you have tummy pain, weight loss or bleeding from the rectum or blood in your stools. Key facts Constipation is difficulty passing stools (pooing) or infrequent bowel movements. Constipation can usually be treated by drinking enough water, eating more foods with fibre and exercising more. Good toilet habits can help improve or prevent constipation. See your doctor if your constipation is bad or not getting better, or if you have tummy pain, weight loss or bleeding from the rectum or blood in your stools.",https://www.healthdirect.gov.au/fatty-liver
Costochondritis,"Costochondritis causes pain and tenderness in your chest. The pain usually comes on gradually. Costochondritis is caused by inflammation in the cartilage that joins your ribs to your breastbone. You can ease the pain by avoiding strenuous activity, applying a heat pack, gentle stretching and taking anti-inflammatory medicines. Key facts Costochondritis causes pain and tenderness in your chest. The pain usually comes on gradually. Costochondritis is caused by inflammation in the cartilage that joins your ribs to your breastbone. You can ease the pain by avoiding strenuous activity, applying a heat pack, gentle stretching and taking anti-inflammatory medicines.",https://www.healthdirect.gov.au/shin-splints
Cough (whooping),Whooping cough is a contagious illness caused by bacteria Bordetella pertussis. The cough can last for months and may have a 'whoop' sound. Whooping cough can cause serious health problems in babies. Vaccination is the best protection against whooping cough. Pregnant women and adults who have contact with babies should get a booster vaccine. Key facts Whooping cough is a contagious illness caused by bacteria Bordetella pertussis. The cough can last for months and may have a 'whoop' sound. Whooping cough can cause serious health problems in babies. Vaccination is the best protection against whooping cough. Pregnant women and adults who have contact with babies should get a booster vaccine.,https://www.healthdirect.gov.au/fetal-alcohol-spectrum-disorders
Coughs and colds (in children),"Most coughs and colds in children are caused by viral infections. Cold viruses are spread easily through droplets from the nose and mouth of infected people. Cold viruses can cause a runny nose, sore throat, cough and tiredness. The best treatment for a cold virus is to rest at home so your child's immune system can fight the virus. Cough syrups and cold medicines are not recommended for children. Most coughs and colds in children are caused by viral infections. Cold viruses are spread easily through droplets from the nose and mouth of infected people. Cold viruses can cause a runny nose, sore throat, cough and tiredness. The best treatment for a cold virus is to rest at home so your child's immune system can fight the virus. Cough syrups and cold medicines are not recommended for children.",https://www.healthdirect.gov.au/shigella-bowel-infection
Crabs,"Pubic lice are tiny insects that live in coarse body hair including pubic hair, armpit hair, beards, chest hair, eyelashes and eyebrows. Pubic lice are most commonly spread through skin-to-skin sexual contact. Pubic lice can cause itchiness around your genitals, especially at night, when the lice are most active. You can treat pubic lice by applying special lotions to the affected areas and laundering linen and clothing at high temperatures. If you have pubic lice, you should make sure you tell any recent sexual partners so they can be checked and treated if necessary. Pubic lice are tiny insects that live in coarse body hair including pubic hair, armpit hair, beards, chest hair, eyelashes and eyebrows. Pubic lice are most commonly spread through skin-to-skin sexual contact. Pubic lice can cause itchiness around your genitals, especially at night, when the lice are most active. You can treat pubic lice by applying special lotions to the affected areas and laundering linen and clothing at high temperatures. If you have pubic lice, you should make sure you tell any recent sexual partners so they can be checked and treated if necessary.",https://www.healthdirect.gov.au/facial-injury
Cri du chat syndrome,"Cri du chat syndrome is a rare genetic disorder affecting chromosome 5. Cri du chat syndrome is also called 5p syndrome, 5p minus syndrome and cat cry syndrome. Most babies with cri du chat syndrome have a weak, high-pitched cry that sounds like a cat. There is no specific treatment for cri du chat syndrome, but early childhood intervention can help. Key facts Cri du chat syndrome is a rare genetic disorder affecting chromosome 5. Cri du chat syndrome is also called 5p syndrome, 5p minus syndrome and cat cry syndrome. Most babies with cri du chat syndrome have a weak, high-pitched cry that sounds like a cat. There is no specific treatment for cri du chat syndrome, but early childhood intervention can help.",https://www.healthdirect.gov.au/fabry-disease
Croup,"Croup is an infection caused by a virus. It commonly causes swelling of the voice box (larynx)  and the windpipe (trachea). Children with croup often have a distinctive, harsh, ‘seal bark’ sounding cough. Croup can cause stridor — noisy, high-pitched breathing, especially when the child breaths in. In most children, croup is a mild infection which generally clears within 4 days. Croup can quickly cause breathing problems which require urgent medical assistance. Croup is more common in winter when symptoms peak in the evenings and overnight. looks like they are struggling to breathe looks very sick, is sleepy and their skin is pale has a blue colour change to their lips starts dribbling and cannot swallow Key facts Croup is an infection caused by a virus. It commonly causes swelling of the voice box (larynx)  and the windpipe (trachea). Children with croup often have a distinctive, harsh, ‘seal bark’ sounding cough. Croup can cause stridor — noisy, high-pitched breathing, especially when the child breaths in. In most children, croup is a mild infection which generally clears within 4 days. Croup can quickly cause breathing problems which require urgent medical assistance. Croup is more common in winter when symptoms peak in the evenings and overnight. looks like they are struggling to breathe looks very sick, is sleepy and their skin is pale has a blue colour change to their lips starts dribbling and cannot swallow",https://www.healthdirect.gov.au/seborrhoeic-dermatitis
Cryptosporidiosis,"Cryptosporidiosis (crypto) is a disease caused by the Cryptosporidium parasite. Cryptosporidium is found in the faeces of infected humans and animals. While the symptoms of crypto can last for up to 2 weeks, most people get better by themselves. Infection can be dangerous for people with a weak immune system. Hand washing and good hygiene can stop crypto from spreading. Cryptosporidiosis (crypto) is a disease caused by the Cryptosporidium parasite. Cryptosporidium is found in the faeces of infected humans and animals. While the symptoms of crypto can last for up to 2 weeks, most people get better by themselves. Infection can be dangerous for people with a weak immune system. Hand washing and good hygiene can stop crypto from spreading.",https://www.healthdirect.gov.au/eye-infections
Cushing's syndrome,"Cushing's syndrome is a condition where you have high levels of a hormone called cortisol. It can be caused by a tumour or by taking high doses of steroid medicines for a long time. Cushing's syndrome can cause many symptoms including weight gain, skin problems and mood changes. It can lead to other conditions such as high blood pressure, high blood sugar and osteoporosis. Often Cushing's syndrome can be cured, but you will need long term follow up to make sure it doesn't come back. Cushing's syndrome is a condition where you have high levels of a hormone called cortisol. It can be caused by a tumour or by taking high doses of steroid medicines for a long time. Cushing's syndrome can cause many symptoms including weight gain, skin problems and mood changes. It can lead to other conditions such as high blood pressure, high blood sugar and osteoporosis. Often Cushing's syndrome can be cured, but you will need long term follow up to make sure it doesn't come back.",https://www.healthdirect.gov.au/seasonal-affective-disorder
Cysts,A cyst is a sac that forms in your skin or body. Cysts are common and can form in any part of your body. Your symptoms will depend on the type of cyst you have and where it is. Most cysts are not cancerous. A cyst is a sac that forms in your skin or body. Cysts are common and can form in any part of your body. Your symptoms will depend on the type of cyst you have and where it is. Most cysts are not cancerous.,https://www.healthdirect.gov.au/eye-floaters
Cytomegalovirus (CMV),Cytomegalovirus (CMV) is a very common infection caused by a virus in the herpes family. CMV infections don't usually cause any symptoms in people with healthy immune systems. People with a weakened immune system often get a fever and can become seriously ill with CMV. CMV can be passed from pregnant people to their baby. The best way to prevent CMV is through good hand washing. Cytomegalovirus (CMV) is a very common infection caused by a virus in the herpes family. CMV infections don't usually cause any symptoms in people with healthy immune systems. People with a weakened immune system often get a fever and can become seriously ill with CMV. CMV can be passed from pregnant people to their baby. The best way to prevent CMV is through good hand washing.,https://www.healthdirect.gov.au/scurvy
Dandruff,"Dandruff is flaky skin on your scalp and in your hair. Dandruff is a common problem that affects most people at some time. If regular shampoo doesn't help or your dandruff is severe, you can try anti-dandruff shampoo. See your doctor if you have bad dandruff or dandruff that is not getting better. Key facts Dandruff is flaky skin on your scalp and in your hair. Dandruff is a common problem that affects most people at some time. If regular shampoo doesn't help or your dandruff is severe, you can try anti-dandruff shampoo. See your doctor if you have bad dandruff or dandruff that is not getting better.",https://www.healthdirect.gov.au/scoliosis
Deafness,Deafness is the complete loss of your hearing. Some people are born deaf while other people may become deaf. Deafness can be diagnosed by having a hearing test. People who are deaf may choose to use hearing technology such as a cochlear implant. Deafness is the complete loss of your hearing. Some people are born deaf while other people may become deaf. Deafness can be diagnosed by having a hearing test. People who are deaf may choose to use hearing technology such as a cochlear implant.,https://www.healthdirect.gov.au/eye-cancer
Deep vein thrombosis (DVT),"Deep vein thrombosis (DVT) is a blood clot that occurs in a deep vein, most often in your leg. Symptoms of DVT include pain and swelling in your calf or thigh. If you think you might have DVT, see a doctor. A serious complication of DVT is pulmonary embolism, which is when a piece of the blood clot breaks off and moves to your lungs. Complications of DVT can be life-threatening. Key facts Deep vein thrombosis (DVT) is a blood clot that occurs in a deep vein, most often in your leg. Symptoms of DVT include pain and swelling in your calf or thigh. If you think you might have DVT, see a doctor. A serious complication of DVT is pulmonary embolism, which is when a piece of the blood clot breaks off and moves to your lungs. Complications of DVT can be life-threatening.",https://www.healthdirect.gov.au/scleroderma
Deficiency (vitamin A),"Vitamin A deficiency happens when you don't have enough vitamin A in your body. In developed countries like Australia most people can get enough vitamin A through their diet. Fruits, vegetables and dairy products are good sources of vitamin A. Your body needs a certain amount of vitamin A to function at its best. Some eye conditions have been linked to vitamin A deficiency. Key facts Vitamin A deficiency happens when you don't have enough vitamin A in your body. In developed countries like Australia most people can get enough vitamin A through their diet. Fruits, vegetables and dairy products are good sources of vitamin A. Your body needs a certain amount of vitamin A to function at its best. Some eye conditions have been linked to vitamin A deficiency.",https://www.healthdirect.gov.au/objects-or-chemicals-in-eye
Degenerative arthritis,"Osteoarthritis (OA) is a very common, ongoing condition that causes joint pain, stiffness and reduced movement. It can affect any joint in your body, but mostly occurs in the knees, hips, hands, feet and spine. OA can make it hard for you to do daily activities. Excess weight, a previous injury and repeated joint movements increase your risk of OA. Regular exercise, healthy eating, pain management and sometimes surgery can help to treat symptoms. Osteoarthritis (OA) is a very common, ongoing condition that causes joint pain, stiffness and reduced movement. It can affect any joint in your body, but mostly occurs in the knees, hips, hands, feet and spine. OA can make it hard for you to do daily activities. Excess weight, a previous injury and repeated joint movements increase your risk of OA. Regular exercise, healthy eating, pain management and sometimes surgery can help to treat symptoms.",https://www.healthdirect.gov.au/sciatica
